,negative,neutral,positive
60000,0.00014821508375462145,0.022146474570035934,0.9777052998542786
60001,0.0002982867299579084,0.994917631149292,0.004784139338880777
60002,0.00019078269542660564,0.9984956979751587,0.0013134436449036002
60003,0.0002285245427628979,0.9959267973899841,0.003844617400318384
60004,0.0002315947785973549,0.9994319081306458,0.0003364129224792123
60005,0.00017983299039769918,0.06430075317621231,0.9355193972587585
60006,0.9988881945610046,0.0007394358981400728,0.00037239125231280923
60007,0.0002982867299579084,0.994917631149292,0.004784139338880777
60008,0.00018011544307228178,0.9643682241439819,0.035451654344797134
60009,0.0001925079559441656,0.004762635566294193,0.9950448274612427
60010,0.0002982867299579084,0.994917631149292,0.004784139338880777
60011,0.0004506562545429915,0.001587068778462708,0.997962236404419
60012,0.0005876660579815507,0.9721662998199463,0.027246035635471344
60013,0.00037642556708306074,0.5731056332588196,0.42651787400245667
60014,0.0014824491227045655,0.9923678040504456,0.0061498223803937435
60015,0.9791837930679321,0.02054702118039131,0.00026916858041659
60016,0.0003792458737734705,0.6615812182426453,0.33803945779800415
60017,0.00039074805681593716,0.00276538310572505,0.9968439340591431
60018,0.0002982867299579084,0.994917631149292,0.004784139338880777
60019,0.0002531851059757173,0.3877214789390564,0.6120253801345825
60020,0.9908280372619629,0.009001451544463634,0.00017038221994880587
60021,0.00021768668375443667,0.9055047035217285,0.09427757561206818
60022,0.00024660391500219703,0.9994058609008789,0.00034756664535962045
60023,0.003440359840169549,0.9957941770553589,0.0007654158980585635
60024,0.0002982867299579084,0.994917631149292,0.004784139338880777
60025,0.0009126919903792441,0.0010937736369669437,0.9979935884475708
60026,0.0005203819600865245,0.9241825342178345,0.07529707998037338
60027,0.00019415703718550503,0.9442033171653748,0.05560251325368881
60028,0.9991074204444885,0.0005679231835529208,0.0003247073036618531
60029,0.0002982867299579084,0.994917631149292,0.004784139338880777
60030,0.00021382662816904485,0.0056937457993626595,0.9940924048423767
60031,0.9967033267021179,0.0029390312265604734,0.00035767629742622375
60032,0.0008598144631832838,0.0009432611404918134,0.9981968998908997
60033,0.00048496670206077397,0.3469330668449402,0.6525819301605225
60034,0.0002637570141814649,0.6816664338111877,0.31806984543800354
60035,0.00047184445429593325,0.0027795915957540274,0.9967485666275024
60036,0.00018110836390405893,0.018345635384321213,0.9814732670783997
60037,0.00032626031315885484,0.005279130302369595,0.9943946599960327
60038,0.4378436505794525,0.56155925989151,0.0005971071659587324
60039,0.0020939914975315332,0.9970201849937439,0.0008858019136823714
60040,0.00022514820739161223,0.005717993248254061,0.9940568208694458
60041,0.0010938002960756421,0.33565691113471985,0.6632492542266846
60042,0.9985933899879456,0.001177311292849481,0.00022924305812921375
60043,0.000746128149330616,0.001356514636427164,0.9978973865509033
60044,0.00015660987992305309,0.014520927332341671,0.9853224754333496
60045,0.0001822760095819831,0.09307435899972916,0.9067433476448059
60046,0.0011412169551476836,0.9965193271636963,0.002339432016015053
60047,0.0008619746658951044,0.9987069368362427,0.00043110636761412024
60048,0.0001377600710839033,0.009067932143807411,0.9907943606376648
60049,0.0024066129699349403,0.9971766471862793,0.00041680544381961226
60050,0.000162293974426575,0.9990189075469971,0.0008187786443158984
60051,0.9983371496200562,0.0014090589247643948,0.0002537757682148367
60052,0.9988125562667847,0.0009485066402703524,0.00023898966901469976
60053,0.00020226341439411044,0.9993991851806641,0.0003985561488661915
60054,0.00015376975352410227,0.012765317223966122,0.9870808720588684
60055,0.00048471655463799834,0.0018349632155150175,0.9976803064346313
60056,0.00022790595539845526,0.9786216616630554,0.02115035615861416
60057,0.9984356760978699,0.0013547400012612343,0.0002095761738019064
60058,0.5429668426513672,0.45541951060295105,0.0016136567573994398
60059,0.0002187129866797477,0.00424655107781291,0.9955347776412964
60060,0.00027407679590396583,0.003117666346952319,0.9966082572937012
60061,0.0007817247533239424,0.9990311861038208,0.00018709318828769028
60062,0.0002982867299579084,0.994917631149292,0.004784139338880777
60063,0.9949083924293518,0.004862440284341574,0.0002291493583470583
60064,0.9937624335289001,0.00600470183417201,0.0002329254784854129
60065,0.24428488314151764,0.7548331618309021,0.000881912128534168
60066,0.0002579880820121616,0.0034848761279135942,0.9962571859359741
60067,0.00018334327614866197,0.006263108924031258,0.9935535192489624
60068,0.00028012439724989235,0.0035975633654743433,0.9961223006248474
60069,0.0002982867299579084,0.994917631149292,0.004784139338880777
60070,0.0003690847661346197,0.0021529407240450382,0.9974779486656189
60071,0.0004794510023202747,0.0020102248527109623,0.9975103139877319
60072,0.0002982867299579084,0.994917631149292,0.004784139338880777
60073,0.0005618297727778554,0.11123613268136978,0.8882020115852356
60074,0.0001645115262363106,0.13756439089775085,0.8622711300849915
60075,0.059141382575035095,0.9400172829627991,0.0008413015166297555
60076,0.0003284835838712752,0.007110933773219585,0.9925605654716492
60077,0.0002982867299579084,0.994917631149292,0.004784139338880777
60078,0.9882519841194153,0.010988280177116394,0.0007597708026878536
60079,0.0006154172006063163,0.5823798179626465,0.4170047640800476
60080,0.0008204678306356072,0.9775785207748413,0.021601054817438126
60081,0.00015680889191571623,0.9905313849449158,0.00931183435022831
60082,0.00020775602024514228,0.00568115571513772,0.9941111207008362
60083,0.00018845722661353648,0.007436871062964201,0.9923747181892395
60084,0.00018928269855678082,0.005743456073105335,0.9940673112869263
60085,0.0002982867299579084,0.994917631149292,0.004784139338880777
60086,0.0002643628104124218,0.9873977899551392,0.012337788939476013
60087,0.00035766474320553243,0.002525884658098221,0.9971164464950562
60088,0.0002982867299579084,0.994917631149292,0.004784139338880777
60089,0.0028558464255183935,0.9902744293212891,0.0068697077222168446
60090,0.003342696465551853,0.9950321912765503,0.001625089906156063
60091,0.03323962911963463,0.9658795595169067,0.0008807790582068264
60092,0.00026673919637687504,0.9992043375968933,0.000528975622728467
60093,0.0002982867299579084,0.994917631149292,0.004784139338880777
60094,0.00018849440675694495,0.04076636582612991,0.9590451717376709
60095,0.0002982867299579084,0.994917631149292,0.004784139338880777
60096,0.00021486250625457615,0.007154062390327454,0.9926310777664185
60097,0.0002581225417088717,0.9914945363998413,0.008247311227023602
60098,0.00019730617350433022,0.005420818459242582,0.994381844997406
60099,0.002124237595126033,0.7798423171043396,0.21803347766399384
60100,0.00014337468019220978,0.9966456294059753,0.003210889408364892
60101,0.0002497874666005373,0.9974815249443054,0.002268653130158782
60102,0.00017274913261644542,0.007784880697727203,0.9920423626899719
60103,0.00022286105377133936,0.04626530036330223,0.9535118341445923
60104,0.0002982867299579084,0.994917631149292,0.004784139338880777
60105,0.0003017568087670952,0.24047040939331055,0.7592278122901917
60106,0.0002982867299579084,0.994917631149292,0.004784139338880777
60107,0.0003347269957885146,0.9935744404792786,0.006090814247727394
60108,0.00029665775946341455,0.004786698147654533,0.9949166774749756
60109,0.0002982867299579084,0.994917631149292,0.004784139338880777
60110,0.9989553689956665,0.0007273336523212492,0.00031729659531265497
60111,0.0007850167457945645,0.9989548921585083,0.00026003748644143343
60112,0.00022981554502621293,0.9952404499053955,0.004529710393399
60113,0.0002346012624911964,0.9966304898262024,0.0031348795164376497
60114,0.9989295601844788,0.00071160146035254,0.0003588169056456536
60115,0.0002982867299579084,0.994917631149292,0.004784139338880777
60116,0.000276408827630803,0.9992389678955078,0.000484721822431311
60117,0.0002982867299579084,0.994917631149292,0.004784139338880777
60118,0.9984562397003174,0.0013243398861959577,0.0002193905966123566
60119,0.0002982867299579084,0.994917631149292,0.004784139338880777
60120,0.9858769178390503,0.01344968006014824,0.0006734284106642008
60121,0.00016751348448451608,0.006997504737228155,0.9928350448608398
60122,0.043554093688726425,0.9526947736740112,0.0037510825786739588
60123,0.0014743078500032425,0.9977213740348816,0.000804258044809103
60124,0.8093087077140808,0.1897885650396347,0.0009027827763929963
60125,0.00835710670799017,0.9850319623947144,0.006610914599150419
60126,0.0002982867299579084,0.994917631149292,0.004784139338880777
60127,0.0002808701538015157,0.9845368266105652,0.015182308852672577
60128,0.9898563623428345,0.009924022480845451,0.00021960248704999685
60129,0.9990299940109253,0.0006936677964404225,0.00027630251133814454
60130,0.0002982867299579084,0.994917631149292,0.004784139338880777
60131,0.0002982867299579084,0.994917631149292,0.004784139338880777
60132,0.00024236517492681742,0.9917275905609131,0.008030058816075325
60133,0.6874088048934937,0.31007206439971924,0.0025191206950694323
60134,0.00016861788753885776,0.9952270984649658,0.0046042753383517265
60135,0.0002982867299579084,0.994917631149292,0.004784139338880777
60136,0.00021730593289248645,0.9991360306739807,0.0006467836792580783
60137,0.0002982867299579084,0.994917631149292,0.004784139338880777
60138,0.9986653327941895,0.0010441053891554475,0.00029062110115773976
60139,0.4772070348262787,0.5208689570426941,0.001923972275108099
60140,0.0002982867299579084,0.994917631149292,0.004784139338880777
60141,0.00024631214910186827,0.6101786494255066,0.3895750939846039
60142,0.000224606366828084,0.19283245503902435,0.8069429993629456
60143,0.06062614172697067,0.9384759664535522,0.0008979106787592173
60144,0.00017726546502672136,0.01742519810795784,0.9823975563049316
60145,0.00020124766160733998,0.9992284774780273,0.0005702791968360543
60146,0.0002982867299579084,0.994917631149292,0.004784139338880777
60147,0.00020407843112479895,0.004124593921005726,0.9956713914871216
60148,0.9989126920700073,0.0008254582062363625,0.00026190796052105725
60149,0.00026135551161132753,0.9969995021820068,0.0027391284238547087
60150,0.0003367752069607377,0.002266363240778446,0.9973968267440796
60151,0.00037824216997250915,0.999313473701477,0.0003083601768594235
60152,0.9825798869132996,0.017080681398510933,0.00033944789902307093
60153,0.0004810728132724762,0.001233392395079136,0.9982854723930359
60154,0.0002740836062002927,0.003379099303856492,0.9963468909263611
60155,0.0018225646344944835,0.32972386479377747,0.6684535145759583
60156,0.0002513928047847003,0.9968865513801575,0.0028620853554457426
60157,0.00034080620389431715,0.002173015847802162,0.9974861145019531
60158,0.0002982867299579084,0.994917631149292,0.004784139338880777
60159,0.000692799047101289,0.9986082911491394,0.0006988901877775788
60160,0.00016507682448718697,0.047030117362737656,0.9528048038482666
60161,0.0003632021544035524,0.002134733134880662,0.9975020289421082
60162,0.0003130833792965859,0.0759282186627388,0.9237586259841919
60163,0.996987521648407,0.002646239474415779,0.00036627042572945356
60164,0.00042629920062609017,0.7427660822868347,0.2568075656890869
60165,0.0002982867299579084,0.994917631149292,0.004784139338880777
60166,0.00016308411431964487,0.03215312212705612,0.9676837921142578
60167,0.00015925803745631129,0.011821984313428402,0.9880187511444092
60168,0.9988278746604919,0.0009475827682763338,0.00022451345284935087
60169,0.5442485809326172,0.4521506726741791,0.0036007538437843323
60170,0.988385796546936,0.011285506188869476,0.00032876699697226286
60171,0.0002964710001833737,0.9991036057472229,0.0005998967681080103
60172,0.9988454580307007,0.0007910353597253561,0.0003635762259364128
60173,0.0002390574518358335,0.42689430713653564,0.572866678237915
60174,0.9989036321640015,0.000835645361803472,0.0002606930211186409
60175,0.0002975179231725633,0.25213003158569336,0.7475724816322327
60176,0.0002461395924910903,0.9982150793075562,0.00153882906306535
60177,0.0002982867299579084,0.994917631149292,0.004784139338880777
60178,0.00021693775488529354,0.11120007932186127,0.8885829448699951
60179,0.0009712063474580646,0.9980683922767639,0.000960368022788316
60180,0.0002982867299579084,0.994917631149292,0.004784139338880777
60181,0.0001568877778481692,0.07042185962200165,0.9294213056564331
60182,0.00025302465655840933,0.6427057981491089,0.35704123973846436
60183,0.00036042454303242266,0.9983500242233276,0.0012895732652395964
60184,0.0002361001243116334,0.990909993648529,0.008853907696902752
60185,0.9981803894042969,0.0016078792978078127,0.00021178401948418468
60186,0.000439783267211169,0.9979954957962036,0.0015646613901481032
60187,0.0003811364877037704,0.999382734298706,0.00023618247359991074
60188,0.9969373941421509,0.0028714381624013186,0.00019124546088278294
60189,0.00023844558745622635,0.004687273874878883,0.9950743317604065
60190,0.8666088581085205,0.12989608943462372,0.0034951006527990103
60191,0.0007670143386349082,0.9602574110031128,0.03897560387849808
60192,0.9960917830467224,0.003600916126742959,0.00030733205494470894
60193,0.0001962034439202398,0.999136745929718,0.0006670723087154329
60194,0.00012312068429309875,0.013595337979495525,0.9862815737724304
60195,0.0002891633193939924,0.9994028806686401,0.0003079751622863114
60196,0.000272891775239259,0.9965992569923401,0.003127869451418519
