,negative,positive
20000,0.001953345024958253,0.9980466365814209
20001,0.00216754456050694,0.9978324770927429
20002,0.013072654604911804,0.986927330493927
20003,0.0013907087268307805,0.9986093044281006
20004,0.001087167183868587,0.9989128112792969
20005,0.9977893829345703,0.0022106384858489037
20006,0.0011255318531766534,0.9988744854927063
20007,0.013072654604911804,0.986927330493927
20008,0.0010749773355200887,0.9989250302314758
20009,0.0010613386984914541,0.9989386200904846
20010,0.999502420425415,0.000497609144076705
20011,0.001189089729450643,0.998810887336731
20012,0.0011312508722767234,0.9988687634468079
20013,0.048427775502204895,0.9515722393989563
20014,0.0011042151600122452,0.9988957643508911
20015,0.0010692619252949953,0.9989307522773743
20016,0.003766285488381982,0.9962337613105774
20017,0.001137585612013936,0.9988623857498169
20018,0.950374186038971,0.04962577298283577
20019,0.9924047589302063,0.007595198228955269
20020,0.013072654604911804,0.986927330493927
20021,0.0013613624032586813,0.9986385703086853
20022,0.0023711607791483402,0.9976288676261902
20023,0.013072654604911804,0.986927330493927
20024,0.0012281599920243025,0.9987718462944031
20025,0.9993364214897156,0.0006635031895712018
20026,0.0013616333017125726,0.9986383318901062
20027,0.9936074018478394,0.006392552983015776
20028,0.0010796876158565283,0.9989203214645386
20029,0.9994277358055115,0.0005722569185309112
20030,0.001228691777214408,0.9987712502479553
20031,0.0011602671584114432,0.998839795589447
20032,0.0013067848049104214,0.9986932873725891
20033,0.0019038018072023988,0.9980961680412292
20034,0.003851900575682521,0.9961481094360352
20035,0.001369444071315229,0.9986306428909302
20036,0.9919344186782837,0.008065546862781048
20037,0.013072654604911804,0.986927330493927
20038,0.0012500672601163387,0.9987499713897705
20039,0.0011083389399573207,0.9988916516304016
20040,0.0011030996683984995,0.9988968372344971
20041,0.001118154963478446,0.9988818764686584
20042,0.0013207826996222138,0.9986792206764221
20043,0.001131160301156342,0.9988687634468079
20044,0.9986086487770081,0.0013913970906287432
20045,0.0010796110145747662,0.9989204406738281
20046,0.0010756278643384576,0.9989243149757385
20047,0.9994988441467285,0.0005011955508962274
20048,0.013072654604911804,0.986927330493927
20049,0.00585688604041934,0.9941430687904358
20050,0.001098288455978036,0.9989017248153687
20051,0.001092632650397718,0.9989073276519775
20052,0.030248723924160004,0.969751238822937
20053,0.9994961023330688,0.0005038977833464742
20054,0.9994977712631226,0.0005022170371375978
20055,0.9994285702705383,0.0005713837454095483
20056,0.001573356450535357,0.9984266757965088
20057,0.9995014667510986,0.0004984942497685552
20058,0.0012050183722749352,0.9987949132919312
20059,0.0011978237889707088,0.9988021850585938
20060,0.001082553411833942,0.9989174604415894
20061,0.0011622776510193944,0.9988377690315247
20062,0.00143536739051342,0.9985646605491638
20063,0.9961026906967163,0.0038972890470176935
20064,0.001211782917380333,0.9987881779670715
20065,0.9994832277297974,0.0005167077179066837
20066,0.013072654604911804,0.986927330493927
20067,0.9994811415672302,0.0005188387585803866
20068,0.9976518750190735,0.0023481068201363087
20069,0.013072654604911804,0.986927330493927
20070,0.0016044139629229903,0.9983956217765808
20071,0.013072654604911804,0.986927330493927
20072,0.019739972427487373,0.9802600741386414
20073,0.0014337430475279689,0.9985663294792175
