,negative,neutral,positive
90000,0.1369931846857071,0.7889127731323242,0.0740940049290657
90001,0.5068168640136719,0.38032153248786926,0.11286156624555588
90002,0.012299715541303158,0.03723689541220665,0.9504633545875549
90003,0.0018189705442637205,0.011818203143775463,0.9863627552986145
90004,0.024211158975958824,0.09238164871931076,0.8834071159362793
90005,0.0025140494108200073,0.01631813496351242,0.9811677932739258
90006,0.1369931846857071,0.7889127731323242,0.0740940049290657
90007,0.005094635300338268,0.023781398311257362,0.971123993396759
90008,0.007675936445593834,0.01855635456740856,0.9737677574157715
90009,0.845436155796051,0.14237603545188904,0.012187802232801914
90010,0.0021555074490606785,0.13928453624248505,0.8585599660873413
90011,0.7733372449874878,0.17527247965335846,0.05139027163386345
90012,0.8788910508155823,0.10778623074293137,0.013322689570486546
90013,0.17698508501052856,0.7155930399894714,0.107421875
90014,0.1369931846857071,0.7889127731323242,0.0740940049290657
90015,0.9064160585403442,0.08357446640729904,0.010009494610130787
90016,0.0037532092537730932,0.028516193851828575,0.9677305817604065
90017,0.10942616313695908,0.6498422026634216,0.24073155224323273
90018,0.023559732362627983,0.3085145950317383,0.6679256558418274
90019,0.4493379294872284,0.3472796082496643,0.2033824324607849
90020,0.006514679174870253,0.037666257470846176,0.9558190107345581
90021,0.00977337546646595,0.16400547325611115,0.8262211680412292
90022,0.02766338363289833,0.11903964728116989,0.8532969355583191
90023,0.00198832037858665,0.0062093609012663364,0.9918022751808167
90024,0.8770956993103027,0.10859919339418411,0.014305061660706997
90025,0.0023009097203612328,0.02289072796702385,0.9748083353042603
90026,0.0018310846062377095,0.036516617983579636,0.9616522789001465
90027,0.11887986212968826,0.3453526496887207,0.5357674956321716
90028,0.1369931846857071,0.7889127731323242,0.0740940049290657
90029,0.8932239413261414,0.09878809750080109,0.00798797607421875
90030,0.10413487255573273,0.7946996092796326,0.10116559267044067
90031,0.021868102252483368,0.4511171579360962,0.5270147323608398
90032,0.0016026245430111885,0.03914124146103859,0.9592561721801758
90033,0.003302724100649357,0.01970634236931801,0.9769908785820007
90034,0.03976704925298691,0.15786661207675934,0.8023663759231567
90035,0.0020964788272976875,0.015196332708001137,0.9827072024345398
90036,0.0016932791331782937,0.006677247118204832,0.991629421710968
90037,0.9791475534439087,0.018249087035655975,0.002603236585855484
90038,0.1369931846857071,0.7889127731323242,0.0740940049290657
90039,0.0013837546575814486,0.017594240605831146,0.9810219407081604
90040,0.0018771335016936064,0.0869423896074295,0.9111804366111755
90041,0.0037570958957076073,0.012111249379813671,0.9841316342353821
90042,0.11561593413352966,0.3927074074745178,0.4916766285896301
90043,0.003326820908114314,0.02332078292965889,0.9733524322509766
90044,0.014438488520681858,0.06264223903417587,0.9229192733764648
90045,0.11896348744630814,0.21475359797477722,0.6662829518318176
90046,0.003191458061337471,0.025858284905552864,0.9709502458572388
90047,0.1369931846857071,0.7889127731323242,0.0740940049290657
90048,0.001623137155547738,0.015162891708314419,0.9832140207290649
90049,0.1369931846857071,0.7889127731323242,0.0740940049290657
90050,0.049280088394880295,0.1842561513185501,0.7664636969566345
90051,0.5151336789131165,0.3225666582584381,0.16229969263076782
90052,0.006540304981172085,0.04015364870429039,0.9533060789108276
90053,0.003240657737478614,0.012195801362395287,0.9845634698867798
90054,0.08455764502286911,0.2039591521024704,0.7114831805229187
