,negative,positive
10000,0.9956480860710144,0.004351938143372536
10001,0.0011347623076289892,0.9988652467727661
10002,0.9986328482627869,0.0013670685002580285
10003,0.0040161325596272945,0.9959838390350342
10004,0.013072654604911804,0.986927330493927
10005,0.0013315920950844884,0.9986684322357178
10006,0.001158447004854679,0.9988415837287903
10007,0.00123714585788548,0.998762845993042
10008,0.995133101940155,0.004866927862167358
10009,0.0011808150447905064,0.9988191723823547
10010,0.0014614203246310353,0.998538613319397
10011,0.0017549010226503015,0.998245120048523
10012,0.9460989236831665,0.05390101671218872
10013,0.013072654604911804,0.986927330493927
10014,0.9942275285720825,0.005772405304014683
10015,0.0010862842900678515,0.9989137649536133
10016,0.0010990661103278399,0.9989008903503418
10017,0.013072654604911804,0.986927330493927
10018,0.0015016631223261356,0.9984983205795288
10019,0.9981355667114258,0.0018643633229658008
10020,0.0011249207891523838,0.998875081539154
10021,0.9987128973007202,0.0012871210929006338
10022,0.9995037317276001,0.0004962989478372037
10023,0.0010809273226186633,0.9989191293716431
10024,0.001439843443222344,0.9985601305961609
10025,0.013072654604911804,0.986927330493927
10026,0.9995087385177612,0.0004912913427688181
10027,0.001141266548074782,0.9988586902618408
10028,0.0011451232712715864,0.9988548755645752
10029,0.013072654604911804,0.986927330493927
10030,0.9992843270301819,0.0007157042273320258
10031,0.001215556520037353,0.9987844824790955
10032,0.013072654604911804,0.986927330493927
10033,0.013072654604911804,0.986927330493927
10034,0.998251736164093,0.0017481832765042782
10035,0.0011409694561734796,0.9988590478897095
10036,0.0039618597365915775,0.9960380792617798
10037,0.013072654604911804,0.986927330493927
10038,0.0010764069156721234,0.9989235997200012
10039,0.001255589071661234,0.9987443685531616
10040,0.9933009147644043,0.00669907359406352
10041,0.999452531337738,0.0005474340869113803
10042,0.013072654604911804,0.986927330493927
10043,0.0010658735409379005,0.9989340901374817
10044,0.999370276927948,0.0006297096842899919
10045,0.0010901354253292084,0.9989098310470581
10046,0.0011240296298637986,0.9988759160041809
10047,0.9975671768188477,0.002432800829410553
10048,0.013072654604911804,0.986927330493927
10049,0.001267238287255168,0.9987327456474304
10050,0.013072654604911804,0.986927330493927
10051,0.9994717240333557,0.0005283317877911031
10052,0.9959178566932678,0.004082209430634975
10053,0.9993706345558167,0.0006293724291026592
10054,0.9994897842407227,0.000510163779836148
10055,0.9994679093360901,0.0005321400240063667
10056,0.9995064735412598,0.0004935222095809877
10057,0.0010813020635396242,0.9989187717437744
