,negative,neutral,positive
80000,0.000539819651748985,0.6949123740196228,0.30454784631729126
80001,0.00027733235037885606,0.9992586970329285,0.0004639422695618123
80002,0.0003690995799843222,0.37254950404167175,0.6270813941955566
80003,0.00021475215908139944,0.003657326102256775,0.9961279034614563
80004,0.0004273139638826251,0.9993481040000916,0.00022454174177255481
80005,0.3917938470840454,0.594430685043335,0.013775540515780449
80006,0.000543686212040484,0.9989131689071655,0.0005431309691630304
80007,0.00014687208749819547,0.04860728606581688,0.9512458443641663
80008,0.9818207621574402,0.017971128225326538,0.00020806878455914557
80009,0.0001277837436646223,0.996394693851471,0.003477501915767789
80010,0.00031088312971405685,0.008549148216843605,0.9911399483680725
80011,0.9967473745346069,0.003032861975952983,0.00021974254923406988
80012,0.00026312205591239035,0.48910000920295715,0.5106368660926819
80013,0.0006044315523467958,0.980071485042572,0.019324129447340965
80014,0.0002982878650072962,0.9949175119400024,0.004784166347235441
80015,0.9968788623809814,0.002846000250428915,0.00027514182147569954
80016,0.00030947240884415805,0.9662753939628601,0.03341508284211159
80017,0.9667810201644897,0.032794494181871414,0.0004244418814778328
80018,0.00024462080909870565,0.00569588178768754,0.9940595626831055
80019,0.0002679412718862295,0.003463276894763112,0.9962687492370605
80020,0.0015609036199748516,0.9922952651977539,0.006143932230770588
80021,0.0002982878650072962,0.9949175119400024,0.004784166347235441
80022,0.0006182252545841038,0.0012285019038245082,0.9981532692909241
80023,0.0005606828490272164,0.001621052622795105,0.9978182315826416
80024,0.0002982878650072962,0.9949175119400024,0.004784166347235441
80025,0.0006747532170265913,0.0401519238948822,0.9591733813285828
80026,0.00019338904530741274,0.999283492565155,0.0005232328549027443
80027,0.0002982878650072962,0.9949175119400024,0.004784166347235441
80028,0.0001770005765138194,0.010034737177193165,0.989788293838501
80029,0.0002982878650072962,0.9949175119400024,0.004784166347235441
80030,0.000511986028868705,0.0018055953551083803,0.9976824522018433
80031,0.9987194538116455,0.0010579850059002638,0.00022268708562478423
80032,0.0002982878650072962,0.9949175119400024,0.004784166347235441
80033,0.9989848732948303,0.0007705033058300614,0.00024463312001898885
