,negative,positive
50000,0.013072654604911804,0.986927330493927
50001,0.0010694564552977681,0.9989305138587952
50002,0.002071009948849678,0.9979289770126343
50003,0.0011130458442494273,0.9988870024681091
50004,0.001110884826630354,0.998889148235321
50005,0.0011010601883754134,0.9988988637924194
50006,0.0011771294521167874,0.9988228678703308
50007,0.0012345962459221482,0.9987654685974121
50008,0.013072654604911804,0.986927330493927
50009,0.0011210819939151406,0.9988788962364197
50010,0.9977194666862488,0.002280458575114608
50011,0.001065065967850387,0.9989349246025085
50012,0.9981480836868286,0.001851900713518262
50013,0.0014885489363223314,0.9985114932060242
50014,0.001130390795879066,0.9988695979118347
50015,0.0011862816754728556,0.9988137483596802
50016,0.0014792873989790678,0.9985206723213196
50017,0.0013919814955443144,0.9986080527305603
50018,0.008515254594385624,0.9914847016334534
50019,0.013072654604911804,0.986927330493927
50020,0.0010934309102594852,0.9989066123962402
50021,0.013072654604911804,0.986927330493927
50022,0.001219501136802137,0.9987805485725403
50023,0.002487436169758439,0.9975125789642334
50024,0.9994969367980957,0.0005030415486544371
50025,0.013072654604911804,0.986927330493927
50026,0.0011390873696655035,0.9988609552383423
50027,0.013072654604911804,0.986927330493927
50028,0.0010848090751096606,0.9989151954650879
50029,0.0011215305421501398,0.9988784193992615
50030,0.0012540998868644238,0.9987459182739258
50031,0.0013400574680417776,0.9986599683761597
50032,0.0010598606895655394,0.9989401698112488
50033,0.0011995666427537799,0.9988003969192505
50034,0.013072654604911804,0.986927330493927
50035,0.0011954865185543895,0.9988045692443848
50036,0.0022904935758560896,0.9977095127105713
50037,0.0011331252753734589,0.9988669157028198
50038,0.0011358746560290456,0.9988641738891602
50039,0.0010831578401848674,0.9989168643951416
50040,0.9995145797729492,0.00048548245104029775
50041,0.013072654604911804,0.986927330493927
50042,0.0010752594098448753,0.9989246726036072
50043,0.0011984423035755754,0.998801589012146
50044,0.013072654604911804,0.986927330493927
50045,0.0012672184966504574,0.9987327456474304
50046,0.001106470124796033,0.9988935589790344
50047,0.0011252777185291052,0.9988747239112854
50048,0.9940890073776245,0.005910978652536869
50049,0.013072654604911804,0.986927330493927
50050,0.03840086981654167,0.9615991115570068
50051,0.0010778700234368443,0.9989221096038818
50052,0.9987388253211975,0.0012612122809514403
50053,0.013072654604911804,0.986927330493927
50054,0.9994947910308838,0.0005052516353316605
50055,0.0012413599761202931,0.9987586736679077
50056,0.010485182516276836,0.9895148277282715
50057,0.001343401032499969,0.9986566305160522
50058,0.9986456036567688,0.001354444888420403
50059,0.0012416040990501642,0.9987584352493286
50060,0.013072654604911804,0.986927330493927
50061,0.025413628667593002,0.9745863676071167
50062,0.001213800278492272,0.9987862706184387
50063,0.003372741164639592,0.9966272711753845
50064,0.0010709642665460706,0.998928964138031
50065,0.00238210940733552,0.9976179003715515
50066,0.0015454193344339728,0.9984545707702637
50067,0.0010986248962581158,0.9989013671875
50068,0.0010748113272711635,0.9989251494407654
50069,0.0013876816956326365,0.9986122846603394
50070,0.0011086113518103957,0.9988914132118225
50071,0.0010940805077552795,0.9989058971405029
50072,0.013072654604911804,0.986927330493927
50073,0.9995043277740479,0.0004957228666171432
50074,0.0011134434025734663,0.9988865256309509
50075,0.0011383509263396263,0.9988616704940796
50076,0.9994664788246155,0.000533576647285372
50077,0.0011236730497330427,0.9988762736320496
50078,0.013072654604911804,0.986927330493927
50079,0.013072654604911804,0.986927330493927
50080,0.005385305732488632,0.9946146607398987
50081,0.9944678544998169,0.005532117560505867
50082,0.9995090961456299,0.000490889186039567
50083,0.0011391931911930442,0.9988608360290527
50084,0.001335572567768395,0.998664379119873
50085,0.0012520564487203956,0.9987479448318481
50086,0.99730384349823,0.002696108305826783
50087,0.0010689088376238942,0.9989311099052429
50088,0.0011743215145543218,0.9988256096839905
50089,0.013072654604911804,0.986927330493927
50090,0.0011830059811472893,0.998816967010498
50091,0.9995064735412598,0.0004934901953674853
50092,0.013072654604911804,0.986927330493927
50093,0.0020036648493260145,0.9979962706565857
50094,0.0014513139612972736,0.998548686504364
50095,0.9995007514953613,0.0004992873291485012
50096,0.0011249224189668894,0.998875081539154
50097,0.00603474909439683,0.9939653277397156
50098,0.9994280934333801,0.0005718469037674367
50099,0.0012502182507887483,0.9987497329711914
50100,0.0025971310678869486,0.9974028468132019
50101,0.9944705963134766,0.005529438145458698
50102,0.0026154532097280025,0.9973844885826111
50103,0.0012043024180456996,0.9987956285476685
50104,0.9968241453170776,0.0031758330296725035
50105,0.015633510425686836,0.9843665361404419
50106,0.0010828824015334249,0.9989171028137207
50107,0.0012565149227157235,0.99874347448349
50108,0.0011210840893909335,0.9988788962364197
50109,0.001098488224670291,0.9989014863967896
50110,0.001290500513277948,0.9987095594406128
50111,0.0016242254059761763,0.9983757734298706
50112,0.013072654604911804,0.986927330493927
50113,0.0011660708114504814,0.998833954334259
50114,0.0010783919133245945,0.9989216327667236
50115,0.9988522529602051,0.0011477485531941056
50116,0.9995030164718628,0.0004969284636899829
50117,0.9995099306106567,0.0004901065840385854
50118,0.0011863077525049448,0.9988137483596802
50119,0.0010861342307180166,0.9989138841629028
50120,0.0013478408800438046,0.9986521601676941
50121,0.002920028055086732,0.9970799088478088
50122,0.0010664184810593724,0.9989336133003235
50123,0.013072654604911804,0.986927330493927
50124,0.9994819760322571,0.0005180406733416021
50125,0.0013859642203897238,0.9986140727996826
50126,0.02417837642133236,0.9758216738700867
50127,0.0011639135191217065,0.998836100101471
50128,0.013072654604911804,0.986927330493927
50129,0.003976949490606785,0.9960230588912964
50130,0.0011046923464164138,0.9988952875137329
